action_kind,agent,avg_latency_s,avg_rate_bps,energy_j,final_edge,latency_s,matched,packet_loss,pair_id,route,scenario,task,time_s
WIRED_1HOP,PKW98,5.129907331494177,1046084.6343992582,2.5630062002346725,1,5.129907331494177,1,0.3115198424389174,303.0:PKW98_303_2:PKW98,E0->E1,No-UAV-relay,PKW98_303_2,303.0
UAV_RELAY,PKW99,23.782268937719035,253130.35615429626,11.888312610880101,1,23.782268937719035,1,0.8258073790025084,303.0:PKW99_303_2:PKW99,UAV3->E1,UAV-relay,PKW99_303_2,303.0
WIRED_1HOP,PKW99,23.3987223297278,253130.36534984072,11.694763306884484,1,23.3987223297278,1,0.7748303801194328,303.0:PKW99_303_2:PKW99,E2->E1,No-UAV-relay,PKW99_303_2,303.0
UAV_RELAY,LKW17,27.024145263310178,514362.5424078737,13.508260568365817,3,27.024145263310178,1,0.6179358097858709,304.0:LKW17_304_1:LKW17,UAV4->E3,UAV-relay,LKW17_304_1,304.0
DIRECT,LKW17,26.18586764762607,513403.4297941011,13.089121760523762,3,26.18586764762607,1,0.5063295250506662,304.0:LKW17_304_1:LKW17,DIRECT_E3,No-UAV-relay,LKW17_304_1,304.0
UAV_RELAY,LKW21,45.66397868427457,514487.2835806447,22.827691483642617,9,45.66397868427457,1,0.6172082529554732,304.0:LKW21_304_0:LKW21,UAV0->E9,UAV-relay,LKW21_304_0,304.0
DIRECT,LKW21,44.16984546251764,514487.2976941589,22.080234156307387,3,44.16984546251764,1,0.5051498003172592,304.0:LKW21_304_0:LKW21,DIRECT_E3,No-UAV-relay,LKW21_304_0,304.0
UAV_RELAY,LKW21,6.271095636220803,514487.2835806447,3.1347886286224016,9,6.271095636220803,1,0.6172082529554732,304.0:LKW21_304_1:LKW21,UAV0->E9,UAV-relay,LKW21_304_1,304.0
DIRECT,LKW21,6.065946097125503,514487.2976941589,3.032144839213933,3,6.065946097125503,1,0.5051498003172592,304.0:LKW21_304_1:LKW21,DIRECT_E3,No-UAV-relay,LKW21_304_1,304.0
UAV_RELAY,LKW21,40.03846727740974,514487.2835806447,20.01441964914487,9,40.03846727740974,1,0.6172082529554732,304.0:LKW21_304_2:LKW21,UAV0->E9,UAV-relay,LKW21_304_2,304.0
DIRECT,LKW21,38.72866033759149,514487.2976941589,19.35907854120461,3,38.72866033759149,1,0.5051498003172592,304.0:LKW21_304_2:LKW21,DIRECT_E3,No-UAV-relay,LKW21_304_2,304.0
UAV_RELAY,LKW24,14.862014593307746,763680.0061742018,7.4262945839011465,8,14.862014593307746,1,0.5312497115013504,304.0:LKW24_304_2:LKW24,UAV1->E8,UAV-relay,LKW24_304_2,304.0
DIRECT,LKW24,14.152463777094615,763677.4754058961,7.071047900547308,7,14.152463777094615,1,0.39406049693360357,304.0:LKW24_304_2:LKW24,DIRECT_E7,No-UAV-relay,LKW24_304_2,304.0
UAV_RELAY,LKW25,8.588676284162771,236528.5687580999,4.293610151181386,7,8.588676284162771,1,0.8451971100300778,304.0:LKW25_304_0:LKW25,UAV2->E7,UAV-relay,LKW25_304_0,304.0
WIRED_1HOP,LKW25,8.458961678703389,236528.57300483284,4.228219032180876,3,8.458961678703389,1,0.7998898845947691,304.0:LKW25_304_0:LKW25,E2->E3,No-UAV-relay,LKW25_304_0,304.0
UAV_RELAY,LKW27,72.84971565343167,236456.09555942277,36.42260677658688,3,72.84971565343167,1,0.845540116973065,304.0:LKW27_304_2:LKW27,UAV4->E3,UAV-relay,LKW27_304_2,304.0
DIRECT,LKW27,33.12974523070503,511996.24219312216,16.562621565223562,3,33.12974523070503,1,0.5078646659720571,304.0:LKW27_304_2:LKW27,DIRECT_E3,No-UAV-relay,LKW27_304_2,304.0
UAV_RELAY,LKW32,84.43446378853311,244547.93274677743,42.21445483009064,1,84.43446378853311,1,0.8358763858142713,304.0:LKW32_304_0:LKW32,UAV3->E1,UAV-relay,LKW32_304_0,304.0
DIRECT,LKW32,83.0976255595072,244548.00140653655,41.54603571557768,1,83.0976255595072,1,0.7878459641102606,304.0:LKW32_304_0:LKW32,DIRECT_E1,No-UAV-relay,LKW32_304_0,304.0
UAV_RELAY,LKW34,12.065965077172114,1250031.717735176,6.0257441480630565,1,12.065965077172114,1,0.4344485806041597,304.0:LKW34_304_1:LKW34,UAV3->E1,UAV-relay,LKW34_304_1,304.0
DIRECT,LKW34,11.15825810849592,1250031.0589954976,5.56786166173596,0,11.15825810849592,1,0.2689417705281662,304.0:LKW34_304_1:LKW34,DIRECT_E0,No-UAV-relay,LKW34_304_1,304.0
UAV_RELAY,LKW36,9.065082287020367,1888046.6168120855,4.525329596601378,6,9.065082287020367,1,0.3693219778647314,304.0:LKW36_304_0:LKW36,UAV2->E6,UAV-relay,LKW36_304_0,304.0
DIRECT,LKW36,8.065066575268968,1888047.8396132782,4.025321740725679,6,8.065066575268968,1,0.18474256208659975,304.0:LKW36_304_0:LKW36,DIRECT_E6,No-UAV-relay,LKW36_304_0,304.0
UAV_RELAY,LKW36,2.8602447249189105,1888046.6168120855,1.429053564234455,7,2.8602447249189105,1,0.3693263509200736,304.0:LKW36_304_1:LKW36,UAV2->E7,UAV-relay,LKW36_304_1,304.0
WIRED_1HOP,LKW36,2.5478657956989723,1888047.8396132782,1.2721142326205694,1,2.5478657956989723,1,0.18474256208659975,304.0:LKW36_304_1:LKW36,E6->E1,No-UAV-relay,LKW36_304_1,304.0
UAV_RELAY,LKW38,16.290589606531174,244548.00148450234,8.143731166090893,1,16.290589606531174,1,0.8358763055469509,304.0:LKW38_304_0:LKW38,UAV3->E1,UAV-relay,LKW38_304_0,304.0
DIRECT,LKW38,16.032700078756925,244548.00208261015,8.014786402203768,1,16.032700078756925,1,0.7878459630897497,304.0:LKW38_304_0:LKW38,DIRECT_E1,No-UAV-relay,LKW38_304_0,304.0
UAV_RELAY,LKW38,72.13659417495552,244548.00148450234,36.065095135283705,1,72.13659417495552,1,0.8358763055469509,304.0:LKW38_304_1:LKW38,UAV3->E1,UAV-relay,LKW38_304_1,304.0
DIRECT,LKW38,70.99451198052671,244548.00208261015,35.4940540380693,1,70.99451198052671,1,0.7878459630897497,304.0:LKW38_304_1:LKW38,DIRECT_E1,No-UAV-relay,LKW38_304_1,304.0
UAV_RELAY,LKW39,34.587931163513296,514391.5864689191,17.286413232731036,3,34.587931163513296,1,0.6179114149070151,304.0:LKW39_304_0:LKW39,UAV4->E3,UAV-relay,LKW39_304_0,304.0
DIRECT,LKW39,33.73468358559896,510089.40747054666,16.859789443773867,3,33.73468358559896,1,0.509951187093091,304.0:LKW39_304_0:LKW39,DIRECT_E3,No-UAV-relay,LKW39_304_0,304.0
UAV_RELAY,LKW39,23.4872361169566,514391.5864689191,11.738680617999096,3,23.4872361169566,1,0.6179114149070151,304.0:LKW39_304_1:LKW39,UAV4->E3,UAV-relay,LKW39_304_1,304.0
DIRECT,LKW39,22.907821482651975,510089.40747054666,11.448973300846784,3,22.907821482651975,1,0.509951187093091,304.0:LKW39_304_1:LKW39,DIRECT_E3,No-UAV-relay,LKW39_304_1,304.0
UAV_RELAY,PKW109,76.63119359547704,262337.0975066239,38.3135848738538,3,76.63119359547704,1,0.8152323270412886,304.0:PKW109_304_2:PKW109,UAV4->E3,UAV-relay,PKW109_304_2,304.0
DIRECT,PKW109,38.41119168883123,514487.29792464426,19.20358392053089,3,38.41119168883123,1,0.5051498000666392,304.0:PKW109_304_2:PKW109,DIRECT_E3,No-UAV-relay,PKW109_304_2,304.0
UAV_RELAY,PKW110,71.14189020046871,244547.9066385677,35.56651292717483,1,71.14189020046871,1,0.8358764163016915,304.0:PKW110_304_0:PKW110,UAV3->E1,UAV-relay,PKW110_304_0,304.0
DIRECT,PKW110,70.01557078858515,244547.9993602824,35.00335322123305,1,70.01557078858515,1,0.7878459671990129,304.0:PKW110_304_0:PKW110,DIRECT_E1,No-UAV-relay,PKW110_304_0,304.0
UAV_RELAY,PKW110,45.54766318898127,244547.9066385677,22.769216224387606,1,45.54766318898127,1,0.8358764163016915,304.0:PKW110_304_2:PKW110,UAV3->E1,UAV-relay,PKW110_304_2,304.0
DIRECT,PKW110,44.82660823838292,244547.9993602824,22.40868874908843,1,44.82660823838292,1,0.7878459671990129,304.0:PKW110_304_2:PKW110,DIRECT_E1,No-UAV-relay,PKW110_304_2,304.0
UAV_RELAY,PKW119,48.40225648046004,262337.09728991846,24.19805363024595,3,48.40225648046004,1,0.815232327298036,304.0:PKW119_304_1:PKW119,UAV4->E3,UAV-relay,PKW119_304_1,304.0
DIRECT,PKW119,24.263307849952064,514487.29831897654,12.128579314991963,3,24.263307849952064,1,0.5051497996378614,304.0:PKW119_304_1:PKW119,DIRECT_E3,No-UAV-relay,PKW119_304_1,304.0
UAV_RELAY,PKW119,74.47237578812033,262337.09728991846,37.22777481773158,3,74.47237578812033,1,0.815232327298036,304.0:PKW119_304_2:PKW119,UAV4->E3,UAV-relay,PKW119_304_2,304.0
DIRECT,PKW119,37.335531741184994,514487.29831897654,18.659352794263906,3,37.335531741184994,1,0.5051497996378614,304.0:PKW119_304_2:PKW119,DIRECT_E3,No-UAV-relay,PKW119_304_2,304.0
UAV_RELAY,PKW127,15.661549171107163,1250018.7629670429,7.826616189745332,1,15.661549171107163,1,0.4344521692399481,304.0:PKW127_304_2:PKW127,UAV3->E1,UAV-relay,PKW127_304_2,304.0
WIRED_1HOP,PKW127,14.490040278490262,1250030.8118689342,7.235437743436882,1,14.490040278490262,1,0.26894185901837375,304.0:PKW127_304_2:PKW127,E0->E1,No-UAV-relay,PKW127_304_2,304.0
UAV_RELAY,PKW129,3.256198437280521,1250014.0990173232,1.6276647318573716,1,3.256198437280521,1,0.43445346123168627,304.0:PKW129_304_1:PKW129,UAV3->E1,UAV-relay,PKW129_304_1,304.0
WIRED_1HOP,PKW129,3.0125566165018176,1250030.0710674638,1.5047158214680199,1,3.0125566165018176,1,0.26894212428216113,304.0:PKW129_304_1:PKW129,E0->E1,No-UAV-relay,PKW129_304_1,304.0
UAV_RELAY,PKW137,39.8520766634315,236527.70950531462,19.92240882773264,1,39.8520766634315,1,0.8451945559740209,304.0:PKW137_304_1:PKW137,UAV3->E1,UAV-relay,PKW137_304_1,304.0
WIRED_1HOP,PKW137,39.24937957449374,236528.57386067472,19.61893619789487,3,39.24937957449374,1,0.7998898833163751,304.0:PKW137_304_1:PKW137,E2->E3,No-UAV-relay,PKW137_304_1,304.0
UAV_RELAY,PKW137,36.75949648705416,236527.70950531462,18.376704694451522,1,36.75949648705416,1,0.8451945559740209,304.0:PKW137_304_2:PKW137,UAV3->E1,UAV-relay,PKW137_304_2,304.0
WIRED_1HOP,PKW137,36.20477780137689,236528.57386067472,18.09677735161289,1,36.20477780137689,1,0.7998898833163751,304.0:PKW137_304_2:PKW137,E2->E1,No-UAV-relay,PKW137_304_2,304.0
UAV_RELAY,PKW139,98.9534628123355,236528.57287898622,49.46483905541789,3,98.9534628123355,1,0.8454565120486626,304.0:PKW139_304_0:PKW139,UAV4->E3,UAV-relay,PKW139_304_0,304.0
WIRED_1HOP,PKW139,97.45307596490692,236528.5738858986,48.709082953103454,7,97.45307596490692,1,0.7998898832786987,304.0:PKW139_304_0:PKW139,E2->E7,No-UAV-relay,PKW139_304_0,304.0
UAV_RELAY,PKW139,52.24095954691445,236528.57287898622,26.10644283387118,3,52.24095954691445,1,0.8454565120486626,304.0:PKW139_304_2:PKW139,UAV4->E3,UAV-relay,PKW139_304_2,304.0
WIRED_1HOP,PKW139,51.42768141703421,236528.5738858986,25.707571556890045,1,51.42768141703421,1,0.7998898832786987,304.0:PKW139_304_2:PKW139,E2->E1,No-UAV-relay,PKW139_304_2,304.0
UAV_RELAY,PKW160,3.3147521644600078,663564.5255377585,1.6357220893580038,9,3.3147521644600078,1,0.5614506838962673,304.0:PKW160_304_0:PKW160,UAV0->E9,UAV-relay,PKW160_304_0,304.0
WIRED_1HOP,PKW160,3.1375311390182303,663526.6672839476,1.567798376637115,4,3.1375311390182303,1,0.43310125824281764,304.0:PKW160_304_0:PKW160,E9->E4,No-UAV-relay,PKW160_304_0,304.0
UAV_RELAY,PKW160,24.211653706781597,663564.5255377585,12.079178468402798,9,24.211653706781597,1,0.5614506838962673,304.0:PKW160_304_2:PKW160,UAV0->E9,UAV-relay,PKW160_304_2,304.0
WIRED_1HOP,PKW160,23.175067118903858,663526.6672839476,11.577587974463928,4,23.175067118903858,1,0.43310125824281764,304.0:PKW160_304_2:PKW160,E9->E4,No-UAV-relay,PKW160_304_2,304.0
UAV_RELAY,PKW166,85.66837545764288,262337.0972008466,42.8119410502846,3,85.66837545764288,1,0.8152323274035669,304.0:PKW166_304_1:PKW166,UAV4->E3,UAV-relay,PKW166_304_1,304.0
WIRED_1HOP,PKW166,42.953642584109154,514487.2984288197,21.462671706778575,4,42.953642584109154,1,0.5051497995184212,304.0:PKW166_304_1:PKW166,E3->E4,No-UAV-relay,PKW166_304_1,304.0
UAV_RELAY,PKW168,77.34564119831883,235383.44565121352,38.65694278439585,3,77.34564119831883,1,0.8467764252695804,304.0:PKW168_304_1:PKW168,UAV4->E3,UAV-relay,PKW168_304_1,304.0
WIRED_1HOP,PKW168,75.78540260124282,236527.1187024441,37.8850753473541,1,75.78540260124282,1,0.7998920569206595,304.0:PKW168_304_1:PKW168,E2->E1,No-UAV-relay,PKW168_304_1,304.0
UAV_RELAY,PKW172,50.912433885082606,262337.0976419044,25.438979418717075,3,50.912433885082606,1,0.8152323268810111,304.0:PKW172_304_1:PKW172,UAV4->E3,UAV-relay,PKW172_304_1,304.0
DIRECT,PKW172,50.014481449815804,262337.0986478123,25.0059943290119,4,50.014481449815804,1,0.7607541988026416,304.0:PKW172_304_1:PKW172,DIRECT_E4,No-UAV-relay,PKW172_304_1,304.0
UAV_RELAY,PKW172,61.78266300046886,262337.0976419044,30.86802991290918,3,61.78266300046886,1,0.8152323268810111,304.0:PKW172_304_2:PKW172,UAV4->E3,UAV-relay,PKW172_304_2,304.0
DIRECT,PKW172,60.6963963771139,262337.0986478123,30.342639470307617,4,60.6963963771139,1,0.7607541988026416,304.0:PKW172_304_2:PKW172,DIRECT_E4,No-UAV-relay,PKW172_304_2,304.0
UAV_RELAY,PKW184,82.43697186229059,244548.00231092272,41.2172514433904,1,82.43697186229059,1,0.8358763045819131,304.0:PKW184_304_0:PKW184,UAV3->E1,UAV-relay,PKW184_304_0,304.0
DIRECT,PKW184,81.13173523665958,244548.00240262217,40.5646331305749,1,81.13173523665958,1,0.7878459626067013,304.0:PKW184_304_0:PKW184,DIRECT_E1,No-UAV-relay,PKW184_304_0,304.0
UAV_RELAY,PKW184,19.282810831593046,244548.00231092272,9.63951848987469,1,19.282810831593046,1,0.8358763045819131,304.0:PKW184_304_2:PKW184,UAV3->E1,UAV-relay,PKW184_304_2,304.0
DIRECT,PKW184,18.977553878824505,244548.00240262217,9.48689001349042,1,18.977553878824505,1,0.7878459626067013,304.0:PKW184_304_2:PKW184,DIRECT_E1,No-UAV-relay,PKW184_304_2,304.0
UAV_RELAY,PKW185,31.373324578925885,763680.0155484037,15.677703498487942,7,31.373324578925885,1,0.5312402185092576,304.0:PKW185_304_0:PKW185,UAV1->E7,UAV-relay,PKW185_304_0,304.0
DIRECT,PKW185,29.8734314335234,763678.0303676742,14.9277569257867,7,29.8734314335234,1,0.39406010600967145,304.0:PKW185_304_0:PKW185,DIRECT_E7,No-UAV-relay,PKW185_304_0,304.0
UAV_RELAY,PKW185,29.049083449952402,763680.0155484037,14.5225042865262,7,29.049083449952402,1,0.5312402185092576,304.0:PKW185_304_1:PKW185,UAV1->E7,UAV-relay,PKW185_304_1,304.0
DIRECT,PKW185,27.65970874684273,763678.0303676742,13.827816934971363,7,27.65970874684273,1,0.39406010600967145,304.0:PKW185_304_1:PKW185,DIRECT_E7,No-UAV-relay,PKW185_304_1,304.0
UAV_RELAY,PKW185,6.936461466920459,763680.0155484037,3.4655976229102294,7,6.936461466920459,1,0.5312402185092576,304.0:PKW185_304_2:PKW185,UAV1->E7,UAV-relay,PKW185_304_2,304.0
DIRECT,PKW185,6.604906140042015,763678.0303676742,3.2998199594710074,7,6.604906140042015,1,0.39406010600967145,304.0:PKW185_304_2:PKW185,DIRECT_E7,No-UAV-relay,PKW185_304_2,304.0
UAV_RELAY,PKW189,10.328030083053344,1250031.9318324858,5.159975492147366,1,10.328030083053344,1,0.43444852129710354,304.0:PKW189_304_1:PKW189,UAV3->E1,UAV-relay,PKW189_304_1,304.0
WIRED_1HOP,PKW189,9.55575926880186,1250031.4398518426,4.7702640850216245,1,9.55575926880186,1,0.2689416341525384,304.0:PKW189_304_1:PKW189,E0->E1,No-UAV-relay,PKW189_304_1,304.0
UAV_RELAY,PKW191,52.8585861011427,244547.34295725537,26.42564665579585,1,52.8585861011427,1,0.8358770745307815,304.0:PKW191_304_0:PKW191,UAV3->E1,UAV-relay,PKW191_304_0,304.0
DIRECT,PKW191,52.02164266007436,244547.89945887087,26.00717493526168,1,52.02164266007436,1,0.7878461179968945,304.0:PKW191_304_0:PKW191,DIRECT_E1,No-UAV-relay,PKW191_304_0,304.0
UAV_RELAY,PKW193,32.01948735733225,236336.44773705813,15.985806299691442,3,32.01948735733225,1,0.8456781154870827,304.0:PKW193_304_0:PKW193,UAV4->E3,UAV-relay,PKW193_304_0,304.0
WIRED_1HOP,PKW193,14.503465691901837,513285.3958457087,7.248918049334918,4,14.503465691901837,1,0.5064581396920064,304.0:PKW193_304_0:PKW193,E3->E4,No-UAV-relay,PKW193_304_0,304.0
UAV_RELAY,PKW193,43.70964407878118,236336.44773705813,21.830079571382317,3,43.70964407878118,1,0.8456781154870827,304.0:PKW193_304_1:PKW193,UAV4->E3,UAV-relay,PKW193_304_1,304.0
WIRED_1HOP,PKW193,19.806857854532616,513285.3958457087,9.899060132882308,4,19.806857854532616,1,0.5064581396920064,304.0:PKW193_304_1:PKW193,E3->E4,No-UAV-relay,PKW193_304_1,304.0
UAV_RELAY,PKW194,28.67600833485032,514413.17056834465,14.310961339803773,3,28.67600833485032,1,0.6178932866925996,304.0:PKW194_304_1:PKW194,UAV4->E3,UAV-relay,PKW194_304_1,304.0
WIRED_1HOP,PKW194,27.740380841760462,513721.8217644664,13.862488964617564,4,27.740380841760462,1,0.505982730936197,304.0:PKW194_304_1:PKW194,E3->E4,No-UAV-relay,PKW194_304_1,304.0
UAV_RELAY,PKW194,26.91029761507663,514413.17056834465,13.426576093394086,3,26.91029761507663,1,0.6178932866925996,304.0:PKW194_304_2:PKW194,UAV4->E3,UAV-relay,PKW194_304_2,304.0
WIRED_1HOP,PKW194,26.029316310340807,513721.8217644664,13.005818304127738,4,26.029316310340807,1,0.505982730936197,304.0:PKW194_304_2:PKW194,E3->E4,No-UAV-relay,PKW194_304_2,304.0
UAV_RELAY,PKW198,17.279193664113734,369982.5704791189,8.638088835181867,7,17.279193664113734,1,0.688406144504869,304.0:PKW198_304_0:PKW198,UAV1->E7,UAV-relay,PKW198_304_0,304.0
WIRED_1HOP,PKW198,16.874157298277897,369999.20068534155,8.43369865226395,7,16.874157298277897,1,0.5971948078169832,304.0:PKW198_304_0:PKW198,E8->E7,No-UAV-relay,PKW198_304_0,304.0
UAV_RELAY,PKW201,45.349926663395244,236528.56507950346,22.67024653983812,1,45.349926663395244,1,0.8451935673114267,304.0:PKW201_304_0:PKW201,UAV3->E1,UAV-relay,PKW201_304_0,304.0
WIRED_1HOP,PKW201,44.66576229614013,236528.5738917733,22.324996356210566,1,44.66576229614013,1,0.7998898832699229,304.0:PKW201_304_0:PKW201,E2->E1,No-UAV-relay,PKW201_304_0,304.0
UAV_RELAY,PKW201,81.41345143048994,236528.56507950346,40.70339718511114,1,81.41345143048994,1,0.8451935673114267,304.0:PKW201_304_1:PKW201,UAV3->E1,UAV-relay,PKW201_304_1,304.0
WIRED_1HOP,PKW201,80.18506540746372,236528.5738917733,40.08351617359803,1,80.18506540746372,1,0.7998898832699229,304.0:PKW201_304_1:PKW201,E2->E1,No-UAV-relay,PKW201_304_1,304.0
UAV_RELAY,PKW203,97.22175903347994,236528.56455011657,48.60363472257197,1,97.22175903347994,1,0.8451935679231626,304.0:PKW203_304_0:PKW203,UAV3->E1,UAV-relay,PKW203_304_0,304.0
WIRED_1HOP,PKW203,95.75495188035666,236528.57389178412,47.86343914601033,1,95.75495188035666,1,0.7998898832699078,304.0:PKW203_304_0:PKW203,E2->E1,No-UAV-relay,PKW203_304_0,304.0
UAV_RELAY,PKW203,77.97699349752631,236528.56455011657,38.98595435131465,1,77.97699349752631,1,0.8451935679231626,304.0:PKW203_304_1:PKW203,UAV3->E1,UAV-relay,PKW203_304_1,304.0
WIRED_1HOP,PKW203,76.8004379365405,236528.57389178412,38.39222857082176,1,76.8004379365405,1,0.7998898832699078,304.0:PKW203_304_1:PKW203,E2->E1,No-UAV-relay,PKW203_304_1,304.0
UAV_RELAY,PKW215,17.537267766153487,1250031.4287495203,8.761572378324132,1,17.537267766153487,1,0.43444866065605403,304.0:PKW215_304_1:PKW215,UAV3->E1,UAV-relay,PKW215_304_1,304.0
WIRED_1HOP,PKW215,16.22596934660674,1250030.3919518234,8.099851168550757,1,16.22596934660674,1,0.26894200938089163,304.0:PKW215_304_1:PKW215,E0->E1,No-UAV-relay,PKW215_304_1,304.0
UAV_RELAY,PKW216,16.834860573069562,236528.56556184802,8.41547029564728,1,16.834860573069562,1,0.8451935667540509,304.0:PKW216_304_2:PKW216,UAV3->E1,UAV-relay,PKW216_304_2,304.0
WIRED_1HOP,PKW216,16.58089050085445,236528.57389156558,8.287309259539724,1,16.58089050085445,1,0.799889883270234,304.0:PKW216_304_2:PKW216,E2->E1,No-UAV-relay,PKW216_304_2,304.0
UAV_RELAY,PKW217,72.57193321246439,236491.59660404304,36.245443851882584,3,72.57193321246439,1,0.8454991664635518,304.0:PKW217_304_0:PKW217,UAV4->E3,UAV-relay,PKW217_304_0,304.0
WIRED_1HOP,PKW217,32.960436941083834,512525.9146227672,16.470836014927247,4,32.960436941083834,1,0.5072863673056213,304.0:PKW217_304_0:PKW217,E3->E4,No-UAV-relay,PKW217_304_0,304.0
UAV_RELAY,PKW219,13.125333147531586,1888047.7251286218,6.549794022890794,7,13.125333147531586,1,0.369312021797243,304.0:PKW219_304_1:PKW219,UAV1->E7,UAV-relay,PKW219_304_1,304.0
DIRECT,PKW219,11.69163829971086,1888052.84059646,5.826108135024458,6,11.69163829971086,1,0.18474164379159702,304.0:PKW219_304_1:PKW219,DIRECT_E6,No-UAV-relay,PKW219_304_1,304.0
UAV_RELAY,PKW219,11.740221086446438,1888047.7251286218,5.8590884710732185,7,11.740221086446438,1,0.369312021797243,304.0:PKW219_304_2:PKW219,UAV1->E7,UAV-relay,PKW219_304_2,304.0
WIRED_1HOP,PKW219,10.456849353195894,1888052.84059646,5.215654549623115,1,10.456849353195894,1,0.18474164379159702,304.0:PKW219_304_2:PKW219,E6->E1,No-UAV-relay,PKW219_304_2,304.0
UAV_RELAY,PKW222,96.0282381149429,236275.079215971,47.96968372487315,3,96.0282381149429,1,0.8457488870048729,304.0:PKW222_304_0:PKW222,UAV4->E3,UAV-relay,PKW222_304_0,304.0
WIRED_1HOP,PKW222,94.67141492144769,235870.952365726,47.3184714693301,1,94.67141492144769,1,0.8008717223870139,304.0:PKW222_304_0:PKW222,E2->E1,No-UAV-relay,PKW222_304_0,304.0
UAV_RELAY,PKW222,96.7336734067411,236275.079215971,48.31355242555971,3,96.7336734067411,1,0.8457488870048729,304.0:PKW222_304_1:PKW222,UAV4->E3,UAV-relay,PKW222_304_1,304.0
WIRED_1HOP,PKW222,95.35046270152976,235870.952365726,47.65767198175536,1,95.35046270152976,1,0.8008717223870139,304.0:PKW222_304_1:PKW222,E2->E1,No-UAV-relay,PKW222_304_1,304.0
UAV_RELAY,PKW225,72.4757066080221,235720.57952125053,36.18984414745318,3,72.4757066080221,1,0.8463880622891922,304.0:PKW225_304_0:PKW225,UAV4->E3,UAV-relay,PKW225_304_0,304.0
WIRED_1HOP,PKW225,71.05480175626661,236522.22532678803,35.51799288287181,1,71.05480175626661,1,0.7998993662382983,304.0:PKW225_304_0:PKW225,E2->E1,No-UAV-relay,PKW225_304_0,304.0
UAV_RELAY,PKW233,71.45568520091383,236528.55898689778,35.72281362818714,1,71.45568520091383,1,0.8451935743517683,304.0:PKW233_304_0:PKW233,UAV3->E1,UAV-relay,PKW233_304_0,304.0
WIRED_1HOP,PKW233,70.37760620401556,236528.57389178412,35.17878212973801,1,70.37760620401556,1,0.7998898832699078,304.0:PKW233_304_0:PKW233,E2->E1,No-UAV-relay,PKW233_304_0,304.0
UAV_RELAY,PKW238,33.69757765077014,369974.1233928462,16.833573948085068,7,33.69757765077014,1,0.6884156089480782,304.0:PKW238_304_1:PKW238,UAV1->E7,UAV-relay,PKW238_304_1,304.0
WIRED_1HOP,PKW238,32.90748175297451,369999.6945859256,16.43487799918725,7,32.90748175297451,1,0.5971940925066901,304.0:PKW238_304_1:PKW238,E8->E7,No-UAV-relay,PKW238_304_1,304.0
UAV_RELAY,PKW239,17.719032786008373,663558.6936777652,8.807808466834853,9,17.719032786008373,1,0.5614544349415734,304.0:PKW239_304_0:PKW239,UAV0->E9,UAV-relay,PKW239_304_0,304.0
WIRED_1HOP,PKW239,16.894071783458315,663540.2421165962,8.441818565559824,4,16.894071783458315,1,0.4330899703151849,304.0:PKW239_304_0:PKW239,E9->E4,No-UAV-relay,PKW239_304_0,304.0
UAV_RELAY,PKW239,6.773117928988884,663558.6936777652,3.334384635913109,9,6.773117928988884,1,0.5614544349415734,304.0:PKW239_304_1:PKW239,UAV0->E9,UAV-relay,PKW239_304_1,304.0
WIRED_1HOP,PKW239,6.3951394227854115,663540.2421165962,3.1958313161447056,4,6.3951394227854115,1,0.4330899703151849,304.0:PKW239_304_1:PKW239,E9->E4,No-UAV-relay,PKW239_304_1,304.0
UAV_RELAY,PKW239,18.35518476169915,663558.6936777652,9.12237305885624,9,18.35518476169915,1,0.5614544349415734,304.0:PKW239_304_2:PKW239,UAV0->E9,UAV-relay,PKW239_304_2,304.0
WIRED_1HOP,PKW239,17.49967415667707,663540.2421165962,8.743312089678533,4,17.49967415667707,1,0.4330899703151849,304.0:PKW239_304_2:PKW239,E9->E4,No-UAV-relay,PKW239_304_2,304.0
UAV_RELAY,PKW244,57.17409000829584,244548.0023956454,28.586158249766864,1,57.17409000829584,1,0.8358763044829796,304.0:PKW244_304_1:PKW244,UAV3->E1,UAV-relay,PKW244_304_1,304.0
DIRECT,PKW244,56.26884546735554,244548.00155053986,28.133535979296713,1,56.26884546735554,1,0.787845963892891,304.0:PKW244_304_1:PKW244,DIRECT_E1,No-UAV-relay,PKW244_304_1,304.0
UAV_RELAY,PKW244,10.305585923717404,244548.0023956454,5.1521564332031184,1,10.305585923717404,1,0.8358763044829796,304.0:PKW244_304_2:PKW244,UAV3->E1,UAV-relay,PKW244_304_2,304.0
DIRECT,PKW244,10.142431384361883,244548.00155053986,5.070579163525358,1,10.142431384361883,1,0.787845963892891,304.0:PKW244_304_2:PKW244,DIRECT_E1,No-UAV-relay,PKW244_304_2,304.0
UAV_RELAY,PKW248,61.14723175718925,236528.5720005586,30.570483082604127,1,61.14723175718925,1,0.8451935593137645,304.0:PKW248_304_0:PKW248,UAV3->E1,UAV-relay,PKW248_304_0,304.0
WIRED_1HOP,PKW248,60.22464855634703,236528.57263203923,30.104919482183014,1,60.22464855634703,1,0.7998898851516203,304.0:PKW248_304_0:PKW248,E2->E1,No-UAV-relay,PKW248_304_0,304.0
UAV_RELAY,PKW248,36.757804697985804,236528.5720005586,18.37663870936796,1,36.757804697985804,1,0.8451935593137645,304.0:PKW248_304_1:PKW248,UAV3->E1,UAV-relay,PKW248_304_1,304.0
