agent,avg_rate_bps,deadline_miss_s,edge0_load,edge1_load,edge2_load,edge3_load,edge4_load,edge5_load,edge6_load,edge7_load,edge8_load,edge9_load,energy_j,final_edge,final_edge_load,latency_s,load_imbalance,packet_loss,route,success,task,time_s
LKW31,nan,0.0,0.0,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.00874,0.014251345454545454,0.0,4.05e-09,,nan,0.028188,1.410804751361547,0.0,LOCAL,1.0,LKW31_300_0,300.0
LKW31,294468.4438441148,38.107225348910475,0.0,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.014251345454545454,0.0,32.54035028628024,7,0.026524800000000005,65.10722534891048,1.4460619120659015,0.7765594746323341,UAV2->E7,0.0,LKW31_300_1,300.0
LKW33,458123.1055422191,19.73610268469779,0.0,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.028528436363636365,0.0,26.353787134300827,8,0.028528436363636365,52.73610268469779,1.4364614900582071,0.642610132759579,UAV0->E8,0.0,LKW33_300_1,300.0
LKW33,458123.1055422191,39.14459008294988,0.0,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.03480247272727273,0.0,24.554893809890807,8,0.03480247272727273,49.14459008294988,1.4770319305353057,0.642610132759579,UAV0->E8,0.0,LKW33_300_2,300.0
LKW34,1250031.303542194,0.0,0.0062712,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.03480247272727273,0.0,2.143946316996991,0,0.0062712,4.294163819017982,1.3435121271823305,0.2689416829617826,DIRECT_E0,1.0,LKW34_300_1,300.0
LKW35,nan,0.0,0.0062712,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.03480247272727273,0.0,3.55e-09,,nan,0.044588,1.3435121271823305,0.0,LOCAL,1.0,LKW35_300_0,300.0
LKW35,212638.2668339841,46.952741199558346,0.0062712,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,33.9525225421164,8,0.04769614545454545,67.95274119955835,1.462896947746474,0.8722447425063856,UAV1->E8,0.0,LKW35_300_2,300.0
LKW36,nan,0.0,0.0062712,0.0,0.0049144,0.018289454545454546,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,1.01e-09,,nan,0.0037168,1.462896947746474,0.0,LOCAL,1.0,LKW36_300_0,300.0
LKW37,215342.90563676815,55.78255970379453,0.0062712,0.0,0.0049144,0.025859054545454545,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,39.37835033215679,3,0.025859054545454545,78.78255970379453,1.413255722656875,0.8700522598532646,UAV4->E3,0.0,LKW37_300_0,300.0
LKW37,215342.90563676815,52.27365304067975,0.0062712,0.0,0.0049144,0.03886821818181818,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,37.11739242498246,3,0.03886821818181818,74.27365304067975,1.3956496761666188,0.8700522598532646,UAV4->E3,0.0,LKW37_300_1,300.0
LKW37,215342.90563676815,40.68562336718238,0.0062712,0.0,0.0049144,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,27.319908129907077,3,0.045807127272727274,54.68562336718238,1.409101580589093,0.8700522598532646,UAV4->E3,0.0,LKW37_300_2,300.0
LKW38,294468.44454195944,3.032255027418497,0.0093372,0.0,0.0049144,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,9.509778917213248,0,0.0093372,19.032255027418497,1.3701553761302852,0.7111665065605594,E1->E0,0.0,LKW38_300_0,300.0
LKW38,nan,0.0,0.0093372,0.0,0.0049144,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,2.0800000000000003e-09,,nan,0.0251264,1.3701553761302852,0.0,LOCAL,1.0,LKW38_300_1,300.0
LKW38,294468.44454195944,55.93093195796901,0.0133084,0.0,0.0049144,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,36.9522837801525,0,0.0133084,73.93093195796901,1.3271966423296995,0.7111665065605594,E1->E0,0.0,LKW38_300_2,300.0
LKW39,455472.6554669715,19.66781090092391,0.0133084,0.0,0.0090328,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,19.324109053386955,2,0.0090328,38.66781090092391,1.277629204574778,0.5412079489139778,E3->E2,0.0,LKW39_300_0,300.0
LKW39,455472.6554669715,23.84629069956447,0.0133084,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0,19.411945911732236,2,0.01179088,38.84629069956447,1.2492010096922066,0.5412079489139778,E3->E2,0.0,LKW39_300_1,300.0
LKW7,458123.11217657034,1.4984253624701296,0.0133084,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0030952,12.747665086959065,9,0.0030952,25.49842536247013,1.2079084812277006,0.5379878052771809,DIRECT_E9,0.0,LKW7_300_0,300.0
PKW100,nan,0.0,0.0133084,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.04769614545454545,0.0030952,4.8e-09,,nan,0.054144,1.2079084812277006,0.0,LOCAL,1.0,PKW100_300_0,300.0
PKW102,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW102_300_1,300.0
PKW105,320646.4474789024,0.0,0.0133084,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.0489744,0.0030952,3.3118697129221255,8,0.0489744,6.672713805395251,1.213449409404831,0.7453920071588576,UAV1->E8,1.0,PKW105_300_2,300.0
PKW109,nan,0.0,0.0133084,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.0489744,0.0030952,4.59e-09,,nan,0.077112,1.213449409404831,0.0,LOCAL,1.0,PKW109_300_0,300.0
PKW110,nan,0.0,0.0133084,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.0489744,0.0030952,1.2700000000000002e-09,,nan,0.0282448,1.213449409404831,0.0,LOCAL,1.0,PKW110_300_0,300.0
PKW110,294468.44310641894,0.0,0.0150804,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.0489744,0.0030952,2.71707970996348,0,0.0150804,5.45019980575096,1.1986898559111332,0.7111665087796943,E1->E0,1.0,PKW110_300_2,300.0
PKW112,1250031.240847877,0.0,0.0247824,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.0489744,0.0030952,3.1359216328396498,0,0.0247824,6.296625649839299,1.1407097127165589,0.2689417054111292,DIRECT_E0,1.0,PKW112_300_2,300.0
PKW114,458122.5921443953,10.555894876686182,0.0247824,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.05410312727272727,0.0030952,14.750895881210479,8,0.05410312727272727,29.55589487668618,1.1631481029546045,0.6425911438824237,UAV1->E8,0.0,PKW114_300_0,300.0
PKW117,nan,0.0,0.0247824,0.0,0.01179088,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.05410312727272727,0.0030952,3.2100000000000003e-09,,nan,0.0364656,1.1631481029546045,0.0,LOCAL,1.0,PKW117_300_0,300.0
PKW117,458123.11215358524,14.971846730684149,0.0247824,0.0,0.01895888,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.05410312727272727,0.0030952,13.972603932342077,2,0.01895888,27.97184673068415,1.1116122617888167,0.5379878053050416,E3->E2,0.0,PKW117_300_2,300.0
PKW119,458123.109490434,20.622953851377304,0.0247824,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.05410312727272727,0.0030952,22.79281028918865,2,0.02480528,45.622953851377304,1.0825286373011047,0.5379878085331374,E3->E2,0.0,PKW119_300_2,300.0
PKW124,nan,0.0,0.0247824,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.05410312727272727,0.0030952,3.1100000000000002e-09,,nan,0.0587168,1.0825286373011047,0.0,LOCAL,1.0,PKW124_300_2,300.0
PKW125,320646.131402603,21.78276229315528,0.0247824,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.06659316363636364,0.0030952,25.858084577555207,8,0.06659316363636364,51.78276229315528,1.1439229199366885,0.7453923809687656,UAV1->E8,0.0,PKW125_300_2,300.0
PKW129,1250031.2762936214,0.0,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.06659316363636364,0.0030952,0.7039823928001621,0,0.0267536,1.4347183712643243,1.1352942184957715,0.2689416927188492,DIRECT_E0,1.0,PKW129_300_1,300.0
PKW129,nan,0.0,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.06659316363636364,0.0030952,4.860000000000001e-09,,nan,0.0898128,1.1352942184957715,0.0,LOCAL,1.0,PKW129_300_2,300.0
PKW135,nan,0.0,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.06659316363636364,0.0030952,4.81e-09,,nan,0.040404,1.1352942184957715,0.0,LOCAL,1.0,PKW135_300_1,300.0
PKW135,nan,0.0,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.06659316363636364,0.0030952,3.63e-09,,nan,0.0557952,1.1352942184957715,0.0,LOCAL,1.0,PKW135_300_2,300.0
PKW136,307002.7073223222,30.920018464016145,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.07969716363636363,0.0030952,25.920160664165394,8,0.07969716363636363,51.920018464016145,1.2069012747993815,0.7616067246002569,UAV0->E8,0.0,PKW136_300_1,300.0
PKW136,nan,0.0,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.07969716363636363,0.0030952,3.07e-09,,nan,0.0314368,1.2069012747993815,0.0,LOCAL,1.0,PKW136_300_2,300.0
PKW137,nan,0.0,0.0267536,0.0,0.02480528,0.045807127272727274,0.0,0.0,0.0,0.026524800000000005,0.07969716363636363,0.0030952,2.7400000000000005e-09,,nan,0.06532160000000001,1.2069012747993815,0.0,LOCAL,1.0,PKW137_300_1,300.0
PKW139,215343.25710597186,0.46748630483527265,0.0267536,0.0,0.02480528,0.04684349090909091,0.0,0.0,0.0,0.026524800000000005,0.07969716363636363,0.0030952,4.710321415584342,3,0.04684349090909091,9.467486304835273,1.2059902391260249,0.870051871402509,UAV4->E3,0.0,PKW139_300_1,300.0
PKW139,215343.25710597186,28.119009534698037,0.0267536,0.0,0.02480528,0.0586384,0.0,0.0,0.0,0.026524800000000005,0.07969716363636363,0.0030952,32.03018558177826,3,0.0586384,64.11900953469804,1.2066203377140055,0.870051871402509,UAV4->E3,0.0,PKW139_300_2,300.0
PKW141,320648.3104972495,7.421753651238273,0.0267536,0.0,0.02480528,0.0586384,0.0,0.0,0.0,0.026524800000000005,0.08654938181818182,0.0030952,15.667602146295794,8,0.08654938181818182,31.421753651238273,1.2376625674646449,0.7453898038484595,UAV1->E8,0.0,PKW141_300_1,300.0
PKW141,320648.3104972495,48.66742399126263,0.0267536,0.0,0.02480528,0.0586384,0.0,0.0,0.0,0.026524800000000005,0.09217061818181818,0.0030952,28.787626691713157,8,0.09217061818181818,57.66742399126263,1.2638314365471965,0.7453898038484595,UAV1->E8,0.0,PKW141_300_2,300.0
PKW143,215343.6084655278,13.669689511830946,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.09217061818181818,0.0030952,11.30475319763336,3,0.060183127272727274,22.669689511830946,1.2635975844329597,0.8700514830726362,UAV4->E3,0.0,PKW143_300_2,300.0
PKW145,nan,0.0,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.09217061818181818,0.0030952,3.98e-09,,nan,0.0675008,1.2635975844329597,0.0,LOCAL,1.0,PKW145_300_0,300.0
PKW145,458115.13143726904,26.61292617666087,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.09488712727272727,0.0030952,18.259019527477072,8,0.09488712727272727,36.61292617666087,1.2760679272889914,0.6425981398267331,UAV1->E8,0.0,PKW145_300_2,300.0
PKW148,458119.54905689956,5.087289622595598,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.09827621818181818,0.0030952,8.99450670925514,8,0.09827621818181818,18.0872896225956,1.2917157747491603,0.6425939973905387,UAV1->E8,0.0,PKW148_300_2,300.0
PKW151,nan,0.0,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.09827621818181818,0.0030952,1.5100000000000002e-09,,nan,0.0264552,1.2917157747491603,0.0,LOCAL,1.0,PKW151_300_0,300.0
PKW153,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW153_300_1,300.0
PKW157,458123.11208127346,25.762202994878006,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.10168101818181818,0.0030952,15.830260992371343,8,0.10168101818181818,31.762202994878006,1.3074945353488423,0.6426101266282525,UAV0->E8,0.0,PKW157_300_0,300.0
PKW157,nan,0.0,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.10168101818181818,0.0030952,2.19e-09,,nan,0.0190968,1.3074945353488423,0.0,LOCAL,1.0,PKW157_300_1,300.0
PKW160,nan,0.0,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.10168101818181818,0.0030952,8.800000000000001e-10,,nan,0.0181632,1.3074945353488423,0.0,LOCAL,1.0,PKW160_300_0,300.0
PKW160,458095.16223478847,0.0,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.026524800000000005,0.10168101818181818,0.0034088,3.6673602766895534,9,0.0034088,7.338129349347107,1.3049550169709587,0.5380216851825614,DIRECT_E9,1.0,PKW160_300_1,300.0
PKW161,215343.60103249794,66.44321893194363,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.03432,0.10168101818181818,0.0034088,43.704449471221814,7,0.03432,87.44321893194363,1.2700078470387577,0.8692446983016741,UAV2->E7,0.0,PKW161_300_0,300.0
PKW161,215343.60103249794,24.079883431856707,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.04097136,0.10168101818181818,0.0034088,17.519456047103354,7,0.04097136,35.07988343185671,1.2470689830000075,0.8692446983016741,UAV2->E7,0.0,PKW161_300_1,300.0
PKW162,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW162_300_2,300.0
PKW163,nan,0.0,0.0267536,0.0,0.02480528,0.060183127272727274,0.0,0.0,0.0,0.04097136,0.10168101818181818,0.0034088,3.94e-09,,nan,0.0422368,1.2470689830000075,0.0,LOCAL,1.0,PKW163_300_2,300.0
PKW164,215343.60907491078,56.58464370327131,0.0267536,0.0,0.02480528,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.10168101818181818,0.0034088,39.75504862942903,3,0.07454647272727273,79.58464370327131,1.2465345684429419,0.8700514823991332,UAV4->E3,0.0,PKW164_300_2,300.0
PKW165,1250031.4755840786,0.0,0.0327752,0.0,0.02480528,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.10168101818181818,0.0034088,6.175844491846015,0,0.0327752,12.38446417870003,1.2209849282050065,0.26894162135767596,DIRECT_E0,1.0,PKW165_300_2,300.0
PKW166,458123.1096223692,3.5150803084095514,0.0327752,0.0,0.043404,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.10168101818181818,0.0034088,23.229454165129777,2,0.043404,46.51508030840955,1.1543087225715762,0.537987808373215,E3->E2,0.0,PKW166_300_1,300.0
PKW167,nan,0.0,0.0327752,0.0,0.043404,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.10168101818181818,0.0034088,2.88e-09,,nan,0.048384,1.1543087225715762,0.0,LOCAL,1.0,PKW167_300_0,300.0
PKW167,320651.6760268216,10.028796659447565,0.0327752,0.0,0.043404,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.10824392727272727,0.0034088,17.960276375767418,8,0.10824392727272727,36.028796659447565,1.1757188558209792,0.7453996939943933,UAV0->E8,0.0,PKW167_300_1,300.0
PKW167,320651.6760268216,34.45585809177848,0.0327752,0.0,0.043404,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.11680436363636364,0.0034088,29.16952687184531,8,0.11680436363636364,58.45585809177848,1.2047259634311254,0.7453996939943933,UAV0->E8,0.0,PKW167_300_2,300.0
PKW168,nan,0.0,0.0327752,0.0,0.043404,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.11680436363636364,0.0034088,1.18e-09,,nan,0.0020768,1.2047259634311254,0.0,LOCAL,1.0,PKW168_300_0,300.0
PKW169,458123.1100069184,0.0,0.0327752,0.0,0.0477336,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.11680436363636364,0.0034088,4.803082634138433,2,0.0477336,9.656538843676866,1.1933806613307198,0.537987807907089,E3->E2,1.0,PKW169_300_0,300.0
PKW169,nan,0.0,0.0327752,0.0,0.0477336,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.11680436363636364,0.0034088,2.6200000000000005e-09,,nan,0.0326976,1.1933806613307198,0.0,LOCAL,1.0,PKW169_300_1,300.0
PKW169,458123.1100069184,0.5889600951693765,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.11680436363636364,0.0034088,11.265411972684689,2,0.05194416,22.588960095169377,1.1839521027444722,0.537987807907089,E3->E2,0.0,PKW169_300_2,300.0
PKW17,nan,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.11680436363636364,0.0034088,2.89e-09,,nan,0.0453152,1.1839521027444722,0.0,LOCAL,1.0,PKW17_300_2,300.0
PKW170,458118.08641283703,7.65276683268306,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.1240256,0.0034088,9.26437063092203,8,0.1240256,18.65276683268306,1.2079004077765534,0.6425953689196742,UAV1->E8,0.0,PKW170_300_2,300.0
PKW172,nan,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.1240256,0.0034088,2.41e-09,,nan,0.0310408,1.2079004077765534,0.0,LOCAL,1.0,PKW172_300_1,300.0
PKW172,458123.1071817756,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.12546967272727272,0.0034088,6.1162372679575014,8,0.12546967272727272,12.357944199809275,1.2127465102218216,0.6426101312222521,UAV0->E8,1.0,PKW172_300_2,300.0
PKW174,nan,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.12546967272727272,0.0034088,1.49e-09,,nan,0.0276544,1.2127465102218216,0.0,LOCAL,1.0,PKW174_300_0,300.0
PKW174,nan,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.12546967272727272,0.0034088,2.48e-09,,nan,0.081024,1.2127465102218216,0.0,LOCAL,1.0,PKW174_300_1,300.0
PKW174,nan,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.12546967272727272,0.0034088,1.0300000000000002e-09,,nan,0.10286,1.2127465102218216,0.0,LOCAL,1.0,PKW174_300_2,300.0
PKW175,nan,0.0,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.12546967272727272,0.0034088,4.63e-09,,nan,0.0507448,1.2127465102218216,0.0,LOCAL,1.0,PKW175_300_0,300.0
PKW175,320649.85741756094,27.13076671552472,0.0327752,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.13398763636363636,0.0034088,19.998389550863795,8,0.13398763636363636,40.13076671552472,1.2415836958907633,0.7453879743755297,UAV1->E8,0.0,PKW175_300_1,300.0
PKW176,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW176_300_0,300.0
PKW176,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW176_300_1,300.0
PKW182,1250031.863426002,0.6751739656134106,0.0353942,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.13398763636363636,0.0034088,4.319889884358706,0,0.0353942,8.67517396561341,1.2320619083970294,0.2689414824807713,DIRECT_E0,0.0,PKW182_300_1,300.0
PKW184,294468.4452600411,23.055383567314216,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.13398763636363636,0.0034088,24.997133091001107,0,0.0522854,50.055383567314216,1.1838678670728937,0.7111665054505083,E1->E0,0.0,PKW184_300_2,300.0
PKW185,458122.8362962821,0.0,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.1352053818181818,0.0034088,4.137444268891458,8,0.1352053818181818,8.410093908590097,1.1877605891664142,0.6425909149414595,UAV1->E8,1.0,PKW185_300_0,300.0
PKW188,458123.1121348862,29.45321435752932,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.14232072727272727,0.0034088,23.655446820754797,8,0.14232072727272727,47.45321435752932,1.2106427032428273,0.6426101265779831,UAV0->E8,0.0,PKW188_300_0,300.0
PKW188,nan,0.0,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.14232072727272727,0.0034088,1.94e-09,,nan,0.005432,1.2106427032428273,0.0,LOCAL,1.0,PKW188_300_2,300.0
PKW193,nan,0.0,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.14232072727272727,0.0034088,3.97e-09,,nan,0.036524,1.2106427032428273,0.0,LOCAL,1.0,PKW193_300_0,300.0
PKW193,nan,0.0,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.14232072727272727,0.0034088,2.7300000000000003e-09,,nan,0.0915608,1.2106427032428273,0.0,LOCAL,1.0,PKW193_300_2,300.0
PKW196,307002.71593115997,33.038053533953835,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.15890865454545455,0.0034088,30.439572454768694,8,0.15890865454545455,61.038053533953835,1.264321840439811,0.7616067143425028,UAV0->E8,0.0,PKW196_300_1,300.0
PKW196,307002.71593115997,2.4534438207521276,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.1610541090909091,0.0034088,6.646194864754359,8,0.1610541090909091,13.453443820752128,1.2712486909084966,0.7616067143425028,UAV0->E8,0.0,PKW196_300_2,300.0
PKW197,320651.6781069408,41.74524199204534,0.0522854,0.0,0.05194416,0.07454647272727273,0.0,0.0,0.0,0.04097136,0.1704557090909091,0.0034088,28.787393150128715,8,0.1704557090909091,57.74524199204534,1.3014464427950994,0.7453996915344688,UAV0->E8,0.0,PKW197_300_1,300.0
