agent,avg_rate_bps,deadline_miss_s,edge0_load,edge1_load,edge2_load,edge3_load,edge4_load,edge5_load,edge6_load,edge7_load,edge8_load,edge9_load,energy_j,final_edge,final_edge_load,latency_s,load_imbalance,packet_loss,route,success,task,time_s
PKW143,nan,0.0,0.0650314,0.03631928888888889,0.02192336,0.018586763636363638,0.0,0.0,0.059608,0.02877248,0.0,0.020925333333333334,2.41e-09,,nan,0.010604,0.8799432136605203,0.0,LOCAL,1.0,PKW143_309_0,309.0
PKW143,215343.60518793276,70.44977608265272,0.0650314,0.058404977777777776,0.02192336,0.018586763636363638,0.0,0.0,0.059608,0.02877248,0.0,0.020925333333333334,55.19568556102347,1,0.058404977777777776,110.44977608265272,0.8827566505149105,0.8692430271196582,UAV2->E1,0.0,PKW143_309_2,309.0
PKW151,nan,0.0,0.0650314,0.058404977777777776,0.02192336,0.018586763636363638,0.0,0.0,0.059608,0.02877248,0.0,0.020925333333333334,7.300000000000001e-10,,nan,0.0167608,0.8827566505149105,0.0,LOCAL,1.0,PKW151_309_0,309.0
PKW151,307002.7232869453,32.075421140157815,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.020925333333333334,28.016220838236862,3,0.032659490909090906,56.075421140157815,0.8346215058209564,0.6918194460952222,E4->E3,0.0,PKW151_309_1,309.0
PKW156,663571.1168268066,7.305653442660482,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.028078666666666665,11.638787398436907,9,0.028078666666666665,23.305653442660482,0.8096862947250589,0.5614961061451673,UAV0->E9,0.0,PKW156_309_0,309.0
PKW156,663571.1168268066,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04370266666666667,15.85391581011957,9,0.04370266666666667,31.751534253425806,0.7807634285477195,0.5614961061451673,UAV0->E9,1.0,PKW156_309_1,309.0
PKW157,nan,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04370266666666667,4.120000000000001e-09,,nan,0.0323008,0.7807634285477195,0.0,LOCAL,1.0,PKW157_309_0,309.0
PKW160,nan,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04370266666666667,4.7100000000000005e-09,,nan,0.1126632,0.7807634285477195,0.0,LOCAL,1.0,PKW160_309_0,309.0
PKW161,nan,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04370266666666667,3.55e-09,,nan,0.0355,0.7807634285477195,0.0,LOCAL,1.0,PKW161_309_1,309.0
PKW162,nan,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04370266666666667,1.17e-09,,nan,0.0116064,0.7807634285477195,0.0,LOCAL,1.0,PKW162_309_2,309.0
PKW163,nan,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04370266666666667,7.900000000000001e-10,,nan,0.0060672,0.7807634285477195,0.0,LOCAL,1.0,PKW163_309_1,309.0
PKW163,351946.1022096048,0.0,0.0650314,0.058404977777777776,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04506346666666667,6.279456495226272,9,0.04506346666666667,12.603976443511211,0.7797494165468902,0.7089223109155302,UAV0->E9,1.0,PKW163_309_2,309.0
PKW164,215343.60610150825,57.95037918112216,0.0650314,0.07675946666666666,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04506346666666667,39.936809867089494,1,0.07675946666666666,79.95037918112216,0.8136832717628922,0.8692430261036743,UAV2->E1,0.0,PKW164_309_0,309.0
PKW164,215343.60610150825,19.22245559371486,0.0650314,0.08146702222222223,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04506346666666667,15.07049429244907,1,0.08146702222222223,30.22245559371486,0.8259487940316302,0.8692430261036743,UAV2->E1,0.0,PKW164_309_1,309.0
PKW165,581933.5558556098,0.0,0.0822514,0.08146702222222223,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.04506346666666667,16.909146936528167,0,0.0822514,33.90054526185634,0.8523525607569408,0.470149826622094,DIRECT_E0,1.0,PKW165_309_2,309.0
PKW167,351942.21090448153,44.937052913779084,0.0822514,0.08146702222222223,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.048634666666666666,32.444209127012215,9,0.048634666666666666,64.93705291377908,0.8476308835900221,0.7089267766154225,UAV0->E9,0.0,PKW167_309_1,309.0
PKW167,351942.21090448153,48.19857861569214,0.0822514,0.08146702222222223,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.054834666666666664,29.071871981208737,9,0.054834666666666664,58.19857861569214,0.842095392213493,0.7089267766154225,UAV0->E9,0.0,PKW167_309_2,309.0
PKW168,nan,0.0,0.0822514,0.08146702222222223,0.02192336,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.054834666666666664,4.99e-09,,nan,0.0267464,0.842095392213493,0.0,LOCAL,1.0,PKW168_309_1,309.0
PKW169,663571.1519413008,22.874883466021473,0.0822514,0.08146702222222223,0.0259784,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.054834666666666664,15.918116535410737,2,0.0259784,31.874883466021473,0.8282228861930002,0.4330642688528032,E3->E2,0.0,PKW169_309_1,309.0
PKW17,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW17_309_0,309.0
PKW17,nan,nan,,,,,,,,,,,0.0,,nan,nan,nan,1.0,NO_FEASIBLE_ROUTE,0.0,PKW17_309_2,309.0
PKW170,nan,0.0,0.0822514,0.08146702222222223,0.0259784,0.032659490909090906,0.0,0.0,0.059608,0.02877248,0.0,0.054834666666666664,1.4e-09,,nan,0.023744,0.8282228861930002,0.0,LOCAL,1.0,PKW170_309_0,309.0
PKW170,663542.1546156398,9.49255536233131,0.0822514,0.08146702222222223,0.0259784,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.054834666666666664,13.21195635273282,6,0.06864266666666667,26.49255536233131,0.8295666822269555,0.5614355285879746,UAV1->E6,0.0,PKW170_309_1,309.0
PKW172,663571.1517706653,0.0,0.0822514,0.08146702222222223,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.054834666666666664,3.075090703292615,2,0.0287936,6.18142298933523,0.8209233053772497,0.4330642689946832,E3->E2,1.0,PKW172_309_1,309.0
PKW174,nan,0.0,0.0822514,0.08146702222222223,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.054834666666666664,1.3e-09,,nan,0.008424,0.8209233053772497,0.0,LOCAL,1.0,PKW174_309_1,309.0
PKW175,nan,0.0,0.0822514,0.08146702222222223,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.054834666666666664,1.8600000000000002e-09,,nan,0.0328848,0.8209233053772497,0.0,LOCAL,1.0,PKW175_309_0,309.0
PKW175,351946.1500608343,39.88403961767894,0.0822514,0.08146702222222223,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.06604146666666667,32.908999086198136,9,0.06604146666666667,65.88403961767894,0.8175929670905125,0.708922256001121,UAV0->E9,0.0,PKW175_309_2,309.0
PKW177,215343.60651423543,3.5886749528432738,0.0822514,0.08502293333333333,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.06604146666666667,13.751826015303472,1,0.08502293333333333,27.588674952843274,0.8226972569176778,0.869243025644681,UAV2->E1,0.0,PKW177_309_0,309.0
PKW177,215343.60651423543,30.03380419775975,0.0822514,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.06604146666666667,32.96670619777226,1,0.10039182222222222,66.03380419775975,0.8510636006149604,0.869243025644681,UAV2->E1,0.0,PKW177_309_1,309.0
PKW182,581933.7746607034,0.0,0.0850312,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.06604146666666667,7.767206850608788,0,0.0850312,15.619444897281577,0.8536062908417971,0.4701496165992171,DIRECT_E0,1.0,PKW182_309_0,309.0
PKW184,229018.44730374022,68.47899071847002,0.105717,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.06864266666666667,0.02877248,0.0,0.06604146666666667,51.17960486488301,0,0.105717,102.47899071847002,0.8826628064196553,0.8110440541871908,E1->E0,0.0,PKW184_309_2,309.0
PKW185,663571.1567465756,8.194050288216562,0.105717,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.07555466666666667,0.02877248,0.0,0.06604146666666667,9.059247816242449,6,0.07555466666666667,18.194050288216562,0.8805376400808445,0.5614168730192103,UAV1->E6,0.0,PKW185_309_0,309.0
PKW185,663571.1567465756,0.0,0.105717,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,11.261148327891554,6,0.08742435555555556,22.609720996232163,0.8823267812445882,0.5614168730192103,UAV1->E6,1.0,PKW185_309_1,309.0
PKW188,nan,0.0,0.105717,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,3.2100000000000003e-09,,nan,0.0351816,0.8823267812445882,0.0,LOCAL,1.0,PKW188_309_2,309.0
PKW189,581933.5457301798,12.814906000247813,0.1207938,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,14.847056105707908,0,0.1207938,29.814906000247813,0.9072126816659479,0.4701498363411192,DIRECT_E0,0.0,PKW189_309_1,309.0
PKW190,nan,0.0,0.1207938,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,1.07e-09,,nan,0.0116416,0.9072126816659479,0.0,LOCAL,1.0,PKW190_309_0,309.0
PKW191,229018.36471716824,10.545985536065178,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,8.20970067404859,0,0.1243282,16.545985536065178,0.9138452841296365,0.8110441761069717,E1->E0,0.0,PKW191_309_0,309.0
PKW191,nan,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,4.01e-09,,nan,0.076992,0.9138452841296365,0.0,LOCAL,1.0,PKW191_309_2,309.0
PKW193,nan,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,2.7400000000000005e-09,,nan,0.0447168,0.9138452841296365,0.0,LOCAL,1.0,PKW193_309_0,309.0
PKW194,nan,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,1.29e-09,,nan,0.0241488,0.9138452841296365,0.0,LOCAL,1.0,PKW194_309_0,309.0
PKW194,nan,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,5.3e-10,,nan,0.0273288,0.9138452841296365,0.0,LOCAL,1.0,PKW194_309_1,309.0
PKW194,nan,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.06604146666666667,5.9e-10,,nan,0.0344088,0.9138452841296365,0.0,LOCAL,1.0,PKW194_309_2,309.0
PKW196,307002.71092346305,38.888954853847984,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.07294146666666666,29.908006701870658,9,0.07294146666666666,59.888954853847984,0.9081121543431191,0.7616337018787666,UAV0->E9,0.0,PKW196_309_0,309.0
PKW196,nan,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.07294146666666666,3.57e-09,,nan,0.0688296,0.9081121543431191,0.0,LOCAL,1.0,PKW196_309_1,309.0
PKW198,351943.53240808856,30.968635583253644,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.07739706666666667,26.939931263369488,9,0.07739706666666667,53.96863558325364,0.9055579372537784,0.623673439779241,E8->E9,0.0,PKW198_309_0,309.0
PKW198,351943.53240808856,12.414489149682726,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.08742435555555556,0.02877248,0.0,0.0838456,12.162753791113364,9,0.0838456,24.414489149682726,0.9033609347447668,0.623673439779241,E8->E9,0.0,PKW198_309_1,309.0
PKW199,663570.9949428883,2.640628628356686,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.09125368888888889,0.02877248,0.0,0.0838456,3.774687477003649,6,0.09125368888888889,7.640628628356686,0.9034830064178415,0.5614169770962771,UAV1->E6,0.0,PKW199_309_0,309.0
PKW199,663570.9949428883,0.0,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.09782435555555556,0.02877248,0.0,0.0838456,4.84418226254517,6,0.09782435555555556,9.786188861205895,0.9049374829466623,0.5614169770962771,UAV1->E6,1.0,PKW199_309_1,309.0
PKW199,663570.9949428883,0.10419839766062466,0.1243282,0.10039182222222222,0.0287936,0.032659490909090906,0.0,0.0,0.10493813333333334,0.02877248,0.0,0.0838456,9.499630137529895,6,0.10493813333333334,19.104198397660625,0.9081550542438369,0.5614169770962771,UAV1->E6,0.0,PKW199_309_2,309.0
PKW201,215343.60231720563,74.0236938266239,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.10493813333333334,0.02877248,0.0,0.0838456,44.457958916875945,1,0.107776,89.0236938266239,0.9117250345649963,0.8692430303121859,UAV2->E1,0.0,PKW201_309_1,309.0
PKW201,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.10493813333333334,0.02877248,0.0,0.0838456,4.2699999999999995e-09,,nan,0.007515199999999999,0.9117250345649963,0.0,LOCAL,1.0,PKW201_309_2,309.0
PKW202,888136.597743212,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.11679893333333333,0.02877248,0.0,0.0838456,8.5122041199055,6,0.11679893333333333,17.141207158847834,0.9193913529354286,0.35349468449621435,DIRECT_E6,1.0,PKW202_309_1,309.0
PKW202,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.11679893333333333,0.02877248,0.0,0.0838456,4.97e-09,,nan,0.0982072,0.9193913529354286,0.0,LOCAL,1.0,PKW202_309_2,309.0
PKW203,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.11679893333333333,0.02877248,0.0,0.0838456,1.7400000000000002e-09,,nan,0.0038976,0.9193913529354286,0.0,LOCAL,1.0,PKW203_309_0,309.0
PKW205,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.11679893333333333,0.02877248,0.0,0.0838456,2.78e-09,,nan,0.0338048,0.9193913529354286,0.0,LOCAL,1.0,PKW205_309_1,309.0
PKW205,215343.60868343664,57.459035983877584,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.120656,0.02877248,0.0,0.0838456,36.16918999422705,6,0.120656,72.45903598387758,0.9226908470276263,0.869243577344172,UAV1->E6,0.0,PKW205_309_2,309.0
PKW209,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.120656,0.02877248,0.0,0.0838456,1.43e-09,,nan,0.0113256,0.9226908470276263,0.0,LOCAL,1.0,PKW209_309_1,309.0
PKW210,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.120656,0.02877248,0.0,0.0838456,4.8e-09,,nan,0.1152,0.9226908470276263,0.0,LOCAL,1.0,PKW210_309_1,309.0
PKW213,nan,0.0,0.1243282,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.120656,0.02877248,0.0,0.0838456,1.3600000000000003e-09,,nan,0.030355200000000002,0.9226908470276263,0.0,LOCAL,1.0,PKW213_309_0,309.0
PKW213,581933.5476060144,0.0,0.1245702,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.120656,0.02877248,0.0,0.0838456,1.5700937678730613,0,0.1245702,3.2647577339861225,0.9229446935204565,0.5901047860616236,UAV3->E0,1.0,PKW213_309_2,309.0
PKW214,229018.43996910527,8.941220670656492,0.1245702,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.12864622222222222,0.02877248,0.0,0.0838456,17.906287233228387,6,0.12864622222222222,35.94122067065649,0.9308655933836588,0.8538231413364372,UAV1->E6,0.0,PKW214_309_0,309.0
PKW215,581933.2863018677,0.0,0.1263542,0.107776,0.0287936,0.032659490909090906,0.0,0.0,0.12864622222222222,0.02877248,0.0,0.0838456,1.4273585944203369,0,0.1263542,2.9810713745686734,0.9325547957960499,0.5901049800945588,UAV3->E0,1.0,PKW215_309_1,309.0
PKW216,215343.60337623453,47.52014647553693,0.1263542,0.12537742222222223,0.0287936,0.032659490909090906,0.0,0.0,0.12864622222222222,0.02877248,0.0,0.0838456,42.19738453560785,1,0.12537742222222223,84.52014647553693,0.9414512818975276,0.8692430291344435,UAV2->E1,0.0,PKW216_309_0,309.0
PKW216,nan,0.0,0.1263542,0.12537742222222223,0.0287936,0.032659490909090906,0.0,0.0,0.12864622222222222,0.02877248,0.0,0.0838456,4.51e-09,,nan,0.07540719999999998,0.9414512818975276,0.0,LOCAL,1.0,PKW216_309_1,309.0
PKW216,215343.60337623453,36.71534409437485,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.12864622222222222,0.02877248,0.0,0.0838456,22.794122893251867,1,0.1270983111111111,45.71534409437485,0.9427202374859801,0.8692430291344435,UAV2->E1,0.0,PKW216_309_2,309.0
PKW217,nan,0.0,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.12864622222222222,0.02877248,0.0,0.0838456,1.66e-09,,nan,0.02988,0.9427202374859801,0.0,LOCAL,1.0,PKW217_309_2,309.0
PKW219,888285.1532691896,0.0,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.1305392,0.02877248,0.0,0.0838456,3.9626914726895195,6,0.1305392,8.05592214047854,0.9442901362338325,0.3534083227038276,DIRECT_E6,1.0,PKW219_309_1,309.0
PKW220,nan,0.0,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.1305392,0.02877248,0.0,0.0838456,1.7500000000000002e-09,,nan,0.021,0.9442901362338325,0.0,LOCAL,1.0,PKW220_309_0,309.0
PKW220,nan,0.0,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.1305392,0.02877248,0.0,0.0838456,4.35e-09,,nan,0.11669999999999998,0.9442901362338325,0.0,LOCAL,1.0,PKW220_309_1,309.0
PKW221,351946.4494951215,25.51414214744115,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.1305392,0.02877248,0.0,0.0922384,27.210951883404576,9,0.0922384,54.51414214744115,0.9392019957848765,0.7089219123682879,UAV0->E9,0.0,PKW221_309_0,309.0
PKW221,351946.4494951215,32.4043651728954,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.1305392,0.02877248,0.0,0.09905066666666666,24.65265726179037,9,0.09905066666666666,49.4043651728954,0.9366362565720214,0.7089219123682879,UAV0->E9,0.0,PKW221_309_1,309.0
PKW223,663571.0308394879,14.959248131894277,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.13921866666666666,0.02877248,0.0,0.09905066666666666,14.910014736785305,6,0.13921866666666666,29.959248131894277,0.9438446124367987,0.5614169540064871,UAV1->E6,0.0,PKW223_309_0,309.0
PKW223,663571.0308394879,5.227971978809645,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.14971342222222223,0.02877248,0.0,0.09905066666666666,15.53912928313346,6,0.14971342222222223,31.227971978809645,0.9543784637211575,0.5614169540064871,UAV1->E6,0.0,PKW223_309_2,309.0
PKW225,nan,0.0,0.1263542,0.1270983111111111,0.0287936,0.032659490909090906,0.0,0.0,0.14971342222222223,0.02877248,0.0,0.09905066666666666,8.500000000000001e-10,,nan,0.009792,0.9543784637211575,0.0,LOCAL,1.0,PKW225_309_0,309.0
PKW225,215343.60077124205,24.2972753463361,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.14971342222222223,0.02877248,0.0,0.09905066666666666,18.08459358545366,1,0.12808817777777778,36.2972753463361,0.9547993145654587,0.8692430320314476,UAV2->E1,0.0,PKW225_309_1,309.0
PKW226,663570.8573774524,0.9735288071104407,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.15275591111111111,0.02877248,0.0,0.09905066666666666,5.410386452029415,6,0.15275591111111111,10.97352880711044,0.9581521566563905,0.5614170655825871,UAV1->E6,0.0,PKW226_309_2,309.0
PKW227,229018.44088806023,47.91141156441577,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.1587832888888889,0.02877248,0.0,0.09905066666666666,36.876314141064185,6,0.1587832888888889,73.91141156441577,0.965193873058451,0.8538231402869507,UAV1->E6,0.0,PKW227_309_0,309.0
PKW227,229018.44088806023,9.372018742598978,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.16096195555555556,0.02877248,0.0,0.09905066666666666,10.105528397875462,6,0.16096195555555556,20.37201874259898,0.9678622152135339,0.8538231402869507,UAV1->E6,0.0,PKW227_309_1,309.0
PKW227,229018.44088806023,82.58506227884945,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.1751984,0.02877248,0.0,0.09905066666666666,50.70493194509473,6,0.1751984,101.58506227884945,0.9867205458538602,0.8538231402869507,UAV1->E6,0.0,PKW227_309_2,309.0
PKW228,351925.0551407037,35.17778387238475,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.193528,0.02877248,0.0,0.09905066666666666,33.49212794344187,6,0.193528,67.17778387238475,1.0139758813475557,0.7088938916632557,UAV1->E6,0.0,PKW228_309_0,309.0
PKW228,351925.0551407037,33.84265670162992,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.20895946666666668,0.02877248,0.0,0.09905066666666666,25.816848625399373,6,0.20895946666666668,51.84265670162992,1.0388349114801463,0.7088938916632557,UAV1->E6,0.0,PKW228_309_1,309.0
PKW230,663571.109145834,6.973627064916279,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.20895946666666668,0.02877248,0.0,0.1069812,18.43332293976614,9,0.1069812,36.97362706491628,1.0329559972808726,0.5614961110849108,UAV0->E9,0.0,PKW230_309_1,309.0
PKW230,663571.109145834,15.876204941856141,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.20895946666666668,0.02877248,0.0,0.10852666666666666,10.883839140006737,9,0.10852666666666666,21.87620494185614,1.0319675168038316,0.5614961110849108,UAV0->E9,0.0,PKW230_309_2,309.0
PKW231,663569.6848940065,1.534083297180306,0.1263542,0.12808817777777778,0.0287936,0.032659490909090906,0.0,0.0,0.20999946666666666,0.02877248,0.0,0.10852666666666666,5.66204191657307,6,0.20999946666666666,11.534083297180306,1.0336305954318543,0.5614178197608612,UAV1->E6,0.0,PKW231_309_1,309.0
PKW235,215343.60428031918,19.57411847584683,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.20999946666666666,0.02877248,0.0,0.10852666666666666,20.721929817948944,1,0.13025884444444444,41.57411847584683,1.0332403355985207,0.8692430281290129,UAV2->E1,0.0,PKW235_309_1,309.0
PKW238,351931.9758978601,23.754928690776723,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.20999946666666666,0.02877248,0.0,0.1277084,33.306578163064366,9,0.1277084,66.75492869077672,1.0247131381205894,0.623690586641936,E8->E9,0.0,PKW238_309_1,309.0
PKW242,nan,0.0,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.20999946666666666,0.02877248,0.0,0.1277084,7.7e-10,,nan,0.012381599999999998,1.0247131381205894,0.0,LOCAL,1.0,PKW242_309_1,309.0
PKW242,nan,0.0,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.20999946666666666,0.02877248,0.0,0.1277084,4.65e-09,,nan,0.11096160000000002,1.0247131381205894,0.0,LOCAL,1.0,PKW242_309_2,309.0
PKW243,663569.7144387142,0.0,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1277084,8.555974092567794,6,0.21938044444444443,17.33132861386603,1.0385727183956837,0.561417800756753,UAV1->E6,1.0,PKW243_309_1,309.0
PKW244,nan,0.0,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1277084,3.3500000000000002e-09,,nan,0.04154,1.0385727183956837,0.0,LOCAL,1.0,PKW244_309_2,309.0
PKW246,nan,0.0,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1277084,1.13e-09,,nan,0.006689599999999999,1.0385727183956837,0.0,LOCAL,1.0,PKW246_309_2,309.0
PKW247,663571.1560648805,10.997253996145062,0.1263542,0.13025884444444444,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1372084,17.93002280707253,9,0.1372084,35.99725399614506,1.0362091498544201,0.5614960809106033,UAV0->E9,0.0,PKW247_309_2,309.0
PKW248,215343.60933243562,36.10047106929758,0.1263542,0.13546417777777778,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1372084,22.9825034506199,1,0.13546417777777778,46.10047106929758,1.0348527638783533,0.8692430225105687,UAV2->E1,0.0,PKW248_309_0,309.0
PKW248,nan,0.0,0.1263542,0.13546417777777778,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1372084,6.800000000000001e-10,,nan,0.0039712,1.0348527638783533,0.0,LOCAL,1.0,PKW248_309_1,309.0
PKW248,215343.60933243562,56.64218578123506,0.1263542,0.1453296,0.0287936,0.032659490909090906,0.0,0.0,0.21938044444444443,0.02877248,0.0,0.1372084,39.74842809594328,1,0.1453296,79.64218578123506,1.0334896191342093,0.8692430225105687,UAV2->E1,0.0,PKW248_309_2,309.0
PKW249,663570.6412604026,10.522959780234292,0.1263542,0.1453296,0.0287936,0.032659490909090906,0.0,0.0,0.2259569777777778,0.02877248,0.0,0.1372084,13.148501404812507,6,0.2259569777777778,26.52295978023429,1.0423355396056901,0.5614172045957522,UAV1->E6,0.0,PKW249_309_1,309.0
PKW251,nan,0.0,0.1263542,0.1453296,0.0287936,0.032659490909090906,0.0,0.0,0.2259569777777778,0.02877248,0.0,0.1372084,1.3700000000000002e-09,,nan,0.0176456,1.0423355396056901,0.0,LOCAL,1.0,PKW251_309_0,309.0
