edge,load,queue_cycles,queued_work_s,task,time_s
7,0.02877248,143862400.0,0.02877248,PKW258_309_0,309.0
8,0.0,0.0,0.0,PKW258_309_0,309.0
9,0.1372084,823250400.0,0.1372084,PKW258_309_0,309.0
0,0.1318566,527426400.0,0.1318566,PKW259_309_0,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW259_309_0,309.0
2,0.0292896,146448000.0,0.0292896,PKW259_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW259_309_0,309.0
4,0.0,0.0,0.0,PKW259_309_0,309.0
5,0.0,0.0,0.0,PKW259_309_0,309.0
6,0.2411639111111111,1085237600.0,0.2411639111111111,PKW259_309_0,309.0
7,0.02877248,143862400.0,0.02877248,PKW259_309_0,309.0
8,0.0,0.0,0.0,PKW259_309_0,309.0
9,0.1372084,823250400.0,0.1372084,PKW259_309_0,309.0
0,0.1318566,527426400.0,0.1318566,PKW259_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW259_309_1,309.0
2,0.0292896,146448000.0,0.0292896,PKW259_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW259_309_1,309.0
4,0.0,0.0,0.0,PKW259_309_1,309.0
5,0.0,0.0,0.0,PKW259_309_1,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW259_309_1,309.0
7,0.02877248,143862400.0,0.02877248,PKW259_309_1,309.0
8,0.0,0.0,0.0,PKW259_309_1,309.0
9,0.1372084,823250400.0,0.1372084,PKW259_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW260_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW260_309_1,309.0
2,0.04106912,205345600.0,0.04106912,PKW260_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW260_309_1,309.0
4,0.0,0.0,0.0,PKW260_309_1,309.0
5,0.0,0.0,0.0,PKW260_309_1,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW260_309_1,309.0
7,0.02877248,143862400.0,0.02877248,PKW260_309_1,309.0
8,0.0,0.0,0.0,PKW260_309_1,309.0
9,0.1372084,823250400.0,0.1372084,PKW260_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW260_309_2,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW260_309_2,309.0
2,0.04291904,214595200.0,0.04291904,PKW260_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW260_309_2,309.0
4,0.0,0.0,0.0,PKW260_309_2,309.0
5,0.0,0.0,0.0,PKW260_309_2,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW260_309_2,309.0
7,0.02877248,143862400.0,0.02877248,PKW260_309_2,309.0
8,0.0,0.0,0.0,PKW260_309_2,309.0
9,0.1372084,823250400.0,0.1372084,PKW260_309_2,309.0
0,0.1318566,527426400.0,0.1318566,PKW261_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW261_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW261_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW261_309_1,309.0
4,0.0,0.0,0.0,PKW261_309_1,309.0
5,0.0,0.0,0.0,PKW261_309_1,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW261_309_1,309.0
7,0.02877248,143862400.0,0.02877248,PKW261_309_1,309.0
8,0.0,0.0,0.0,PKW261_309_1,309.0
9,0.13789666666666667,827380000.0,0.13789666666666667,PKW261_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW261_309_2,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW261_309_2,309.0
2,0.04291904,214595200.0,0.04291904,PKW261_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW261_309_2,309.0
4,0.0,0.0,0.0,PKW261_309_2,309.0
5,0.0,0.0,0.0,PKW261_309_2,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW261_309_2,309.0
7,0.02877248,143862400.0,0.02877248,PKW261_309_2,309.0
8,0.0,0.0,0.0,PKW261_309_2,309.0
9,0.13789666666666667,827380000.0,0.13789666666666667,PKW261_309_2,309.0
0,0.1318566,527426400.0,0.1318566,PKW262_309_0,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW262_309_0,309.0
2,0.04291904,214595200.0,0.04291904,PKW262_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW262_309_0,309.0
4,0.0,0.0,0.0,PKW262_309_0,309.0
5,0.0,0.0,0.0,PKW262_309_0,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW262_309_0,309.0
7,0.02877248,143862400.0,0.02877248,PKW262_309_0,309.0
8,0.0,0.0,0.0,PKW262_309_0,309.0
9,0.13789666666666667,827380000.0,0.13789666666666667,PKW262_309_0,309.0
0,0.1318566,527426400.0,0.1318566,PKW263_309_0,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW263_309_0,309.0
2,0.04291904,214595200.0,0.04291904,PKW263_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW263_309_0,309.0
4,0.0,0.0,0.0,PKW263_309_0,309.0
5,0.0,0.0,0.0,PKW263_309_0,309.0
6,0.24167093333333334,1087519200.0,0.24167093333333334,PKW263_309_0,309.0
7,0.02877248,143862400.0,0.02877248,PKW263_309_0,309.0
8,0.0,0.0,0.0,PKW263_309_0,309.0
9,0.13789666666666667,827380000.0,0.13789666666666667,PKW263_309_0,309.0
0,0.1318566,527426400.0,0.1318566,PKW263_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW263_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW263_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW263_309_1,309.0
4,0.0,0.0,0.0,PKW263_309_1,309.0
5,0.0,0.0,0.0,PKW263_309_1,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW263_309_1,309.0
7,0.02877248,143862400.0,0.02877248,PKW263_309_1,309.0
8,0.0,0.0,0.0,PKW263_309_1,309.0
9,0.13789666666666667,827380000.0,0.13789666666666667,PKW263_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW265_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW265_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW265_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW265_309_1,309.0
4,0.0,0.0,0.0,PKW265_309_1,309.0
5,0.0,0.0,0.0,PKW265_309_1,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW265_309_1,309.0
7,0.02877248,143862400.0,0.02877248,PKW265_309_1,309.0
8,0.0,0.0,0.0,PKW265_309_1,309.0
9,0.13789666666666667,827380000.0,0.13789666666666667,PKW265_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW266_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW266_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW266_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW266_309_1,309.0
4,0.0,0.0,0.0,PKW266_309_1,309.0
5,0.0,0.0,0.0,PKW266_309_1,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW266_309_1,309.0
7,0.02877248,143862400.0,0.02877248,PKW266_309_1,309.0
8,0.0,0.0,0.0,PKW266_309_1,309.0
9,0.14209666666666668,852580000.0,0.14209666666666668,PKW266_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW268_309_2,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW268_309_2,309.0
2,0.04291904,214595200.0,0.04291904,PKW268_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW268_309_2,309.0
4,0.0,0.0,0.0,PKW268_309_2,309.0
5,0.0,0.0,0.0,PKW268_309_2,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW268_309_2,309.0
7,0.02877248,143862400.0,0.02877248,PKW268_309_2,309.0
8,0.0,0.0,0.0,PKW268_309_2,309.0
9,0.15041666666666667,902500000.0,0.15041666666666667,PKW268_309_2,309.0
0,0.1318566,527426400.0,0.1318566,PKW269_309_2,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW269_309_2,309.0
2,0.04291904,214595200.0,0.04291904,PKW269_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW269_309_2,309.0
4,0.0,0.0,0.0,PKW269_309_2,309.0
5,0.0,0.0,0.0,PKW269_309_2,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW269_309_2,309.0
7,0.02877248,143862400.0,0.02877248,PKW269_309_2,309.0
8,0.0,0.0,0.0,PKW269_309_2,309.0
9,0.15041666666666667,902500000.0,0.15041666666666667,PKW269_309_2,309.0
0,0.1318566,527426400.0,0.1318566,PKW270_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW270_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW270_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW270_309_1,309.0
4,0.0,0.0,0.0,PKW270_309_1,309.0
5,0.0,0.0,0.0,PKW270_309_1,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW270_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW270_309_1,309.0
8,0.0,0.0,0.0,PKW270_309_1,309.0
9,0.15041666666666667,902500000.0,0.15041666666666667,PKW270_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW271_309_0,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW271_309_0,309.0
2,0.04291904,214595200.0,0.04291904,PKW271_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW271_309_0,309.0
4,0.0,0.0,0.0,PKW271_309_0,309.0
5,0.0,0.0,0.0,PKW271_309_0,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW271_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW271_309_0,309.0
8,0.0,0.0,0.0,PKW271_309_0,309.0
9,0.15041666666666667,902500000.0,0.15041666666666667,PKW271_309_0,309.0
0,0.1318566,527426400.0,0.1318566,PKW271_309_1,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW271_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW271_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW271_309_1,309.0
4,0.0,0.0,0.0,PKW271_309_1,309.0
5,0.0,0.0,0.0,PKW271_309_1,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW271_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW271_309_1,309.0
8,0.0,0.0,0.0,PKW271_309_1,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW271_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW272_309_0,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW272_309_0,309.0
2,0.04291904,214595200.0,0.04291904,PKW272_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW272_309_0,309.0
4,0.0,0.0,0.0,PKW272_309_0,309.0
5,0.0,0.0,0.0,PKW272_309_0,309.0
6,0.24978346666666668,1124025600.0,0.24978346666666668,PKW272_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW272_309_0,309.0
8,0.0,0.0,0.0,PKW272_309_0,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW272_309_0,309.0
0,0.1318566,527426400.0,0.1318566,PKW272_309_2,309.0
1,0.15828675555555555,712290400.0,0.15828675555555555,PKW272_309_2,309.0
2,0.04291904,214595200.0,0.04291904,PKW272_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW272_309_2,309.0
4,0.0,0.0,0.0,PKW272_309_2,309.0
5,0.0,0.0,0.0,PKW272_309_2,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW272_309_2,309.0
7,0.03375552,168777600.0,0.03375552,PKW272_309_2,309.0
8,0.0,0.0,0.0,PKW272_309_2,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW272_309_2,309.0
0,0.1318566,527426400.0,0.1318566,PKW274_309_2,309.0
1,0.16755182222222223,753983200.0,0.16755182222222223,PKW274_309_2,309.0
2,0.04291904,214595200.0,0.04291904,PKW274_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW274_309_2,309.0
4,0.0,0.0,0.0,PKW274_309_2,309.0
5,0.0,0.0,0.0,PKW274_309_2,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW274_309_2,309.0
7,0.03375552,168777600.0,0.03375552,PKW274_309_2,309.0
8,0.0,0.0,0.0,PKW274_309_2,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW274_309_2,309.0
0,0.1318566,527426400.0,0.1318566,PKW275_309_1,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW275_309_1,309.0
2,0.04291904,214595200.0,0.04291904,PKW275_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW275_309_1,309.0
4,0.0,0.0,0.0,PKW275_309_1,309.0
5,0.0,0.0,0.0,PKW275_309_1,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW275_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW275_309_1,309.0
8,0.0,0.0,0.0,PKW275_309_1,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW275_309_1,309.0
0,0.1318566,527426400.0,0.1318566,PKW276_309_0,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW276_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW276_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW276_309_0,309.0
4,0.0,0.0,0.0,PKW276_309_0,309.0
5,0.0,0.0,0.0,PKW276_309_0,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW276_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW276_309_0,309.0
8,0.0,0.0,0.0,PKW276_309_0,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW276_309_0,309.0
0,0.1470872,588348800.0,0.1470872,PKW277_309_0,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW277_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW277_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW277_309_0,309.0
4,0.0,0.0,0.0,PKW277_309_0,309.0
5,0.0,0.0,0.0,PKW277_309_0,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW277_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW277_309_0,309.0
8,0.0,0.0,0.0,PKW277_309_0,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW277_309_0,309.0
0,0.1470872,588348800.0,0.1470872,PKW279_309_0,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW279_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW279_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW279_309_0,309.0
4,0.0,0.0,0.0,PKW279_309_0,309.0
5,0.0,0.0,0.0,PKW279_309_0,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW279_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW279_309_0,309.0
8,0.0,0.0,0.0,PKW279_309_0,309.0
9,0.15138333333333334,908300000.0,0.15138333333333334,PKW279_309_0,309.0
0,0.1470872,588348800.0,0.1470872,PKW279_309_1,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW279_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW279_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW279_309_1,309.0
4,0.0,0.0,0.0,PKW279_309_1,309.0
5,0.0,0.0,0.0,PKW279_309_1,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW279_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW279_309_1,309.0
8,0.0,0.0,0.0,PKW279_309_1,309.0
9,0.1523108,913864800.0,0.1523108,PKW279_309_1,309.0
0,0.1574192,629676800.0,0.1574192,PKW280_309_0,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW280_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW280_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW280_309_0,309.0
4,0.0,0.0,0.0,PKW280_309_0,309.0
5,0.0,0.0,0.0,PKW280_309_0,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW280_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW280_309_0,309.0
8,0.0,0.0,0.0,PKW280_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW280_309_0,309.0
0,0.1574192,629676800.0,0.1574192,PKW281_309_0,309.0
1,0.17094915555555557,769271200.0,0.17094915555555557,PKW281_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW281_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW281_309_0,309.0
4,0.0,0.0,0.0,PKW281_309_0,309.0
5,0.0,0.0,0.0,PKW281_309_0,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW281_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW281_309_0,309.0
8,0.0,0.0,0.0,PKW281_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW281_309_0,309.0
0,0.1574192,629676800.0,0.1574192,PKW281_309_1,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW281_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW281_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW281_309_1,309.0
4,0.0,0.0,0.0,PKW281_309_1,309.0
5,0.0,0.0,0.0,PKW281_309_1,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW281_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW281_309_1,309.0
8,0.0,0.0,0.0,PKW281_309_1,309.0
9,0.1523108,913864800.0,0.1523108,PKW281_309_1,309.0
0,0.1587764,635105600.0,0.1587764,PKW282_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW282_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW282_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW282_309_0,309.0
4,0.0,0.0,0.0,PKW282_309_0,309.0
5,0.0,0.0,0.0,PKW282_309_0,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW282_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW282_309_0,309.0
8,0.0,0.0,0.0,PKW282_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW282_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW282_309_1,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW282_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW282_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW282_309_1,309.0
4,0.0,0.0,0.0,PKW282_309_1,309.0
5,0.0,0.0,0.0,PKW282_309_1,309.0
6,0.27401173333333334,1233052800.0,0.27401173333333334,PKW282_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW282_309_1,309.0
8,0.0,0.0,0.0,PKW282_309_1,309.0
9,0.1523108,913864800.0,0.1523108,PKW282_309_1,309.0
0,0.1587764,635105600.0,0.1587764,PKW284_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW284_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW284_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW284_309_0,309.0
4,0.0,0.0,0.0,PKW284_309_0,309.0
5,0.0,0.0,0.0,PKW284_309_0,309.0
6,0.27889528888888887,1255028800.0,0.27889528888888887,PKW284_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW284_309_0,309.0
8,0.0,0.0,0.0,PKW284_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW284_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW284_309_1,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW284_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW284_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW284_309_1,309.0
4,0.0,0.0,0.0,PKW284_309_1,309.0
5,0.0,0.0,0.0,PKW284_309_1,309.0
6,0.2810496,1264723200.0,0.2810496,PKW284_309_1,309.0
7,0.03375552,168777600.0,0.03375552,PKW284_309_1,309.0
8,0.0,0.0,0.0,PKW284_309_1,309.0
9,0.1523108,913864800.0,0.1523108,PKW284_309_1,309.0
0,0.1587764,635105600.0,0.1587764,PKW285_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW285_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW285_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW285_309_0,309.0
4,0.0,0.0,0.0,PKW285_309_0,309.0
5,0.0,0.0,0.0,PKW285_309_0,309.0
6,0.2810496,1264723200.0,0.2810496,PKW285_309_0,309.0
7,0.03375552,168777600.0,0.03375552,PKW285_309_0,309.0
8,0.0,0.0,0.0,PKW285_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW285_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW285_309_1,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW285_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW285_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW285_309_1,309.0
4,0.0,0.0,0.0,PKW285_309_1,309.0
5,0.0,0.0,0.0,PKW285_309_1,309.0
6,0.2810496,1264723200.0,0.2810496,PKW285_309_1,309.0
7,0.04523952,226197600.0,0.04523952,PKW285_309_1,309.0
8,0.0,0.0,0.0,PKW285_309_1,309.0
9,0.1523108,913864800.0,0.1523108,PKW285_309_1,309.0
0,0.1587764,635105600.0,0.1587764,PKW286_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW286_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW286_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW286_309_0,309.0
4,0.0,0.0,0.0,PKW286_309_0,309.0
5,0.0,0.0,0.0,PKW286_309_0,309.0
6,0.2810496,1264723200.0,0.2810496,PKW286_309_0,309.0
7,0.04523952,226197600.0,0.04523952,PKW286_309_0,309.0
8,0.0,0.0,0.0,PKW286_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW286_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW287_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW287_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW287_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW287_309_0,309.0
4,0.0,0.0,0.0,PKW287_309_0,309.0
5,0.0,0.0,0.0,PKW287_309_0,309.0
6,0.2860656,1287295200.0,0.2860656,PKW287_309_0,309.0
7,0.04523952,226197600.0,0.04523952,PKW287_309_0,309.0
8,0.0,0.0,0.0,PKW287_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW287_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW287_309_1,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW287_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW287_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW287_309_1,309.0
4,0.0,0.0,0.0,PKW287_309_1,309.0
5,0.0,0.0,0.0,PKW287_309_1,309.0
6,0.29082933333333333,1308732000.0,0.29082933333333333,PKW287_309_1,309.0
7,0.04523952,226197600.0,0.04523952,PKW287_309_1,309.0
8,0.0,0.0,0.0,PKW287_309_1,309.0
9,0.1523108,913864800.0,0.1523108,PKW287_309_1,309.0
0,0.1587764,635105600.0,0.1587764,PKW287_309_2,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW287_309_2,309.0
2,0.04677824,233891200.0,0.04677824,PKW287_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW287_309_2,309.0
4,0.0,0.0,0.0,PKW287_309_2,309.0
5,0.0,0.0,0.0,PKW287_309_2,309.0
6,0.3075717333333333,1384072800.0,0.3075717333333333,PKW287_309_2,309.0
7,0.04523952,226197600.0,0.04523952,PKW287_309_2,309.0
8,0.0,0.0,0.0,PKW287_309_2,309.0
9,0.1523108,913864800.0,0.1523108,PKW287_309_2,309.0
0,0.1587764,635105600.0,0.1587764,PKW289_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW289_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW289_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW289_309_0,309.0
4,0.0,0.0,0.0,PKW289_309_0,309.0
5,0.0,0.0,0.0,PKW289_309_0,309.0
6,0.3075717333333333,1384072800.0,0.3075717333333333,PKW289_309_0,309.0
7,0.04523952,226197600.0,0.04523952,PKW289_309_0,309.0
8,0.0,0.0,0.0,PKW289_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW289_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW291_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW291_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW291_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW291_309_0,309.0
4,0.0,0.0,0.0,PKW291_309_0,309.0
5,0.0,0.0,0.0,PKW291_309_0,309.0
6,0.3205879111111111,1442645600.0,0.3205879111111111,PKW291_309_0,309.0
7,0.04523952,226197600.0,0.04523952,PKW291_309_0,309.0
8,0.0,0.0,0.0,PKW291_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW291_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW291_309_2,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW291_309_2,309.0
2,0.04677824,233891200.0,0.04677824,PKW291_309_2,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW291_309_2,309.0
4,0.0,0.0,0.0,PKW291_309_2,309.0
5,0.0,0.0,0.0,PKW291_309_2,309.0
6,0.33386862222222224,1502408800.0,0.33386862222222224,PKW291_309_2,309.0
7,0.04523952,226197600.0,0.04523952,PKW291_309_2,309.0
8,0.0,0.0,0.0,PKW291_309_2,309.0
9,0.1523108,913864800.0,0.1523108,PKW291_309_2,309.0
0,0.1587764,635105600.0,0.1587764,PKW292_309_0,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW292_309_0,309.0
2,0.04677824,233891200.0,0.04677824,PKW292_309_0,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW292_309_0,309.0
4,0.0,0.0,0.0,PKW292_309_0,309.0
5,0.0,0.0,0.0,PKW292_309_0,309.0
6,0.33386862222222224,1502408800.0,0.33386862222222224,PKW292_309_0,309.0
7,0.04523952,226197600.0,0.04523952,PKW292_309_0,309.0
8,0.0,0.0,0.0,PKW292_309_0,309.0
9,0.1523108,913864800.0,0.1523108,PKW292_309_0,309.0
0,0.1587764,635105600.0,0.1587764,PKW292_309_1,309.0
1,0.17235306666666667,775588800.0,0.17235306666666667,PKW292_309_1,309.0
2,0.04677824,233891200.0,0.04677824,PKW292_309_1,309.0
3,0.032659490909090906,179627200.0,0.032659490909090906,PKW292_309_1,309.0
4,0.0,0.0,0.0,PKW292_309_1,309.0
5,0.0,0.0,0.0,PKW292_309_1,309.0
